MONTH;YEAR;EDP ENERGIAS DE PORTUGAL;GALP ENERGIA SGPS;JERONIMO MARTINS;EDP RENOVAVEIS;BANCO COMR.PORTUGUES 'R';BANCO BPI;NAVIGATOR COMP;NOS SGPS;SONAE SGPS;ALTRI SGPS;CCT CORREIOS DE PORTUGAL;CORTICEIRA AMORIM;MOTA ENGIL SGPS;REN;SEMAPA;SONAE COM LIMITED DATA;CIMENTOS DE PORTL.SGPS;CIPAN LIMITED DATA;COFINA;COMPTA;CONDURIL ENGENHARIA LIMITED DATA;COPAM LIMITED DATA;ESTORIL SOL 'B';F RAMADA INVESTIMENTOS;FENALU LIMITED DATA;FUTEBOL CLUBE DO PORTO;GI.GLB.INTEL.TECHS.SGPS;IBERSOL - SGPS;IMMOBL.CON.GRAO-PARA;IMPRESA SGPS;INAPA;INTEL.SENSING ANYWHERE;LISGRAFICA;LITHO FORMAS PORTUGUESA LIMITED DATA;LUZ SAUDE;MARTIFER;MEDIA CAPITAL;MONTEPIO;NEXPONOR SICAFI REIT;NOVABASE;OLIVEIRA AND IRMAO LIMITED DATA;OREY ANTUNES;PATRIS INVESTIMENTOS;PHAROL SGPS;REDITUS;SAG GEST;SDC INVESTIMENTOS;SOCIETY AGUAS DA CURIA LIMITED DATA;SONAE CAPITAL;SONAE INDUSTRIA SGPS;SONAGI LIMITED DATA;SPORT LISBOA E BENFICA FUTEBOL;SPORTING CLUBE DE BRAGA;SPORTING LIMITED DATA;SUMOL COMPAL;TEIXEIRA DUARTE;TOYOTA CAETANO;TRANSINSULAR LIMITED DATA;VAA VISTA ALEGRE ATLANTI;BANCO SANTANDER (LIS);EURONEXT (LIS);ESTORIL SOL 'R'
3;2010;0.018275862;0;0.009557945;0.011925337;0.004837539;0.008802919;-0.009722222;0.005751634;0.020454545;-0.005664062;NA;0;0.015955815;-0.000973078;0.006046863;-0.006790123;0.00729927;0;0;0;0;0;-0.091210614;0;-0.6;0.008547009;0.014084507;-0.011111111;0.016949153;0;0.003236246;NA;0;0;NA;-0.014084507;0;NA;NA;-0.002336449;0;0;NA;0.008628023;-0.003918528;0;0.018518519;0;0;0.011901129;0;-0.042857143;0;0.026086957;0;NA;0;0;0;0.003984185;NA;0
3;2010;0.006095496;-0.00155159;0.0156476;0.00204953;-0.007194629;-0.001550032;-0.004207574;-0.007538342;-0.011135857;-0.009821253;NA;0.021505376;-0.003322259;-0.001948052;-0.010768845;-0.001864512;0.000362319;0;0;0;0;0;0;-0.016666667;0;-0.025423729;0;0.007490637;0;0;-0.009677419;NA;0;0;NA;0;0;NA;NA;0.004683841;0;0;NA;-0.010481928;0.003933944;0;-0.027272727;0;-0.016129032;-0.004221954;0;0.023880597;0;0;0;NA;0;0;0;-0.014858683;NA;0
3;2010;-0.009424436;-0.000777001;-0.029000518;-0.013976479;-0.004849138;0.006669733;-0.009389671;-0.005762179;-0.009009009;-0.012100774;NA;0;-0.017272727;-0.004554327;-0.006329114;-0.00498132;0.013219848;0;-0.008695652;0;0;0;0;-0.001210654;0;0.026086957;-0.013888889;-0.002483271;0;0;-0.017915309;NA;0;0;NA;-0.007142857;0;NA;NA;0.002331002;0;0;NA;0.007914282;-0.003918528;0;0;0;0;-0.013930951;0;0.002915452;0;0.093220339;0;NA;0;0;0;-0.015067419;NA;0
4;2010;0.005436629;0.020995334;0.004933333;0.011235955;0.012154846;0.00965273;0.009004739;0.003424658;0.015909091;0.013855422;NA;0.021052632;0.00524206;0.013071895;0.012738854;0.012515645;0.009651475;0;-0.00877193;0;0;0;0;0;0.5;0;0.014084507;0;0;0.01369863;0.019900498;NA;0;0;NA;0.007194245;0;NA;NA;0.009302326;0;0;NA;0;0;0.016129032;0;0;0.016393443;0.013513514;0;0;0;0;0;NA;0;0;0;0.028566523;NA;0
4;2010;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;NA;0;0;NA;NA;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;NA;0
4;2010;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;NA;0;0;NA;NA;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;NA;0
4;2010;-0.00506928;0.00990099;-0.003847685;0.005128205;-0.00481425;-0.007580472;0.012212306;0.003412969;0.001118568;-0.003168944;NA;-0.020618557;-0.004294479;0.014516129;0.006289308;-0.004944376;0.00283236;-0.023809524;0.008849558;0;0;0;-0.005474453;0;0.666666667;0;0.013888889;0.00621618;0;0.006756757;0.001626016;NA;0;0;NA;0;0;NA;NA;0.020737327;0;0.041666667;NA;0.009180962;-0.055117665;0.007936508;0;0;0;0.049090909;0;-0.014534884;0;-0.093023256;-0.047292695;NA;0;0;-0.100552486;0.003976264;NA;0
4;2010;0.000339674;-0.012066365;-0.014118274;-0.001020408;-0.008438819;-0.014193695;0.000464037;-0.003139717;-0.010055866;0.011325253;NA;0.010526316;-0.004929144;0.000953895;-0.000125;0.003726708;-0.00776699;0;-0.00877193;0;0;0;0;0.006060606;0;-0.033898305;0;-0.016059259;0;0;-0.003246753;NA;-0.125;0;NA;-0.025;0;NA;NA;-0.002257336;0;0;NA;-0.008858032;0.009719643;-0.031496063;-0.018691589;0;-0.016129032;0.008087811;0;-0.01179941;0;0.017094017;0.0141638;NA;0;0;0;0.009871056;NA;0
4;2010;-0.005093379;-0.004580153;0.001215888;-0.000510725;-0.015774495;-0.009772175;-0.002782931;0.004986877;-0.013544018;-0.031434185;NA;-0.020833333;-0.013312693;-0.062897078;-0.012501563;-0.00990099;-0.013164917;0.097560976;-0.017699115;0;0;0;0;-0.010843373;0;0;-0.01369863;-0.002499398;0;0.046979866;-0.016286645;NA;0.142857143;0;NA;0.003663004;0;NA;NA;-0.009049774;0;0;NA;-0.009541063;0;-0.008130081;0;0;0.016393443;-0.006876791;0;-0.017910448;0;0.067226891;0;NA;0;0;0;-0.015657276;NA;0
4;2010;0.014675768;0.036809816;0.045068142;0.018565832;0.0333214;0.024934307;-0.017209302;0.0185427;0.020594966;0.003042596;NA;0;0.020395356;0.005084746;0.013799215;0.00625;0.006670272;0.044444444;0.018018018;-0.15;0;0;0;-0.007308161;0;0.00877193;0.041666667;0.006279245;0;0.019230769;0.009933775;NA;-0.125;0;NA;0.003649635;0;NA;NA;0.00913242;0;0;NA;0.006096817;0;0.024590164;0.019047619;0;-0.016129032;0.015002885;0;-0.05775076;0;-0.062992126;0;NA;0;0;0;0.04274635;NA;0
4;2010;0.01143626;0.001849112;-0.009812782;-0.003846154;0.005969672;0.001025524;-0.00615239;0.006153846;0.002242152;-0.008291203;NA;0.010638298;0;-0.006745363;0.003371628;-0.004968944;-0.001969914;0;-0.017699115;0;0;0;0;-0.024539877;0;-0.008695652;-0.013333333;0;0;0.018867925;0.003278689;NA;0;0;NA;0.036363636;0;NA;NA;-0.002262443;0;0;NA;0.016846443;0.002743952;-0.016;0;0;0;0.011938601;0;0.016129032;0;0.008403361;0;NA;0;0;0.111793612;0.020023042;NA;0
4;2010;-0.001995344;0.00036914;0.005085409;-0.009568575;-0.005934246;0.001024474;-0.007142857;-0.003058104;-0.005592841;-0.024265905;NA;0;-0.002152522;0;0.001742377;0.001248439;-0.008433519;0;0;0.117647059;0;0;0;0.001257862;0;-0.00877193;0.013513514;0.017505175;0;0.012345679;-0.008169935;NA;0;0;NA;-0.031578947;0;NA;NA;0.009070295;0;0;NA;0.001191895;0;-0.008130081;-0.009345794;0;0;-0.009831461;0;0.095238095;0;-0.025;0;NA;0;0;0;0.001872927;NA;0
4;2010;0.011329557;0.008118081;0.009340944;-0.005084746;0.009567465;0.007561974;0.001918465;0.005879346;0.026996625;0.011912226;NA;0;0.013867488;-0.005093379;0.018760094;0.003740648;0.002352515;0;0.009009009;0.052631579;0;0;0.078899083;0.01758794;0;0.03539823;0.026666667;-0.002461929;0;0;0.004942339;NA;0;0;NA;0.010869565;0;NA;NA;0;0;0;NA;0.010595238;-0.006848505;0;0.056603774;0;0.049180328;0.017588652;0;-0.043478261;0;0.008547009;0;NA;0;0;0;0.000927578;NA;0
4;2010;-0.004942339;-0.007686676;-0.003470437;-0.002896082;-0.009476796;-0.009536708;0;-0.003049555;-0.009857612;0.030565882;NA;0.010526316;0.001823708;-0.001706485;-0.007317073;-0.00621118;-0.014262502;-0.14893617;-0.008928571;-0.1;0;0;0.030612245;-0.017283951;0;-0.034188034;-0.012987013;-0.006147844;0;-0.012195122;0.039344262;NA;0.142857143;0.448079034;NA;-0.007168459;0;NA;NA;-0.002247191;0;0;NA;0.001295795;0.008280833;0.008196721;-0.008928571;0;0.015625;0.000278784;0;0.006060606;0;-0.008474576;0.014010045;NA;-0.032258065;0;-0.100552486;0.005588822;NA;0
4;2010;-0.016556291;-0.039099963;-0.023990713;-0.011788826;-0.033446153;-0.025353236;-0.01866922;-0.013510069;-0.030973451;-0.019038076;NA;-0.010416667;-0.02336165;-0.016752137;-0.028132678;-0.009375;-0.023626374;0;-0.027027027;0.194444444;0;0;0;0;0;0.008849558;-0.013157895;-0.016118959;0;-0.018518519;-0.036277603;NA;-0.125;0;NA;-0.02166065;0;NA;NA;-0.009009009;0;-0.028571429;NA;-0.017647059;0;-0.016260163;-0.036036036;0;-0.030769231;-0.00780379;-0.125;0.018072289;0;0.008547009;-0.006908238;NA;0;0;0;-0.029660296;NA;0
4;2010;-0.009427609;-0.01074856;0.005814722;-0.016251729;-0.00372229;-0.019231893;-0.016585366;-0.013178295;-0.00913242;-0.00020429;NA;0;-0.013979497;-0.009040334;0.023764379;-0.018927445;-0.012192834;0;-0.009259259;-0.11627907;0;0;-0.084158416;0.005025126;0;0.01754386;0;0.007556751;-0.186111111;0;-0.004909984;NA;0.142857143;0;NA;-0.022140221;0;NA;NA;-0.004545455;0;0;NA;-0.016047904;0.01096028;-0.008264463;-0.018691589;0;-0.015873016;0.003089888;0;-0.082840237;0;0;-0.006956293;NA;0;0;0.111793612;-0.009541204;NA;0
4;2010;0.00985724;0.034536282;0.015503876;0.010544815;0.016134835;0.018059363;0.016865079;0.002094789;0.003456221;0.007560278;NA;0;-0.005356018;0.001403509;0.019138165;-0.004501608;0.03285226;0;0;0.078947368;0;0;-0.009009009;0;0;-0.00862069;0.013333333;0.006255063;0;0.006289308;0.006578947;NA;0;0;NA;-0.022641509;0;NA;NA;-0.00456621;0;0;NA;0.013266796;0.00948262;-0.008333333;0.00952381;0;0.016129032;0.002520302;0;0.058064516;0;0.059322034;0.007005022;NA;0;0;0;0.012539277;NA;0
4;2010;-0.036351397;-0.005626407;0.043860784;-0.048521739;-0.061036061;-0.03284351;-0.04195122;-0.017245885;-0.035591274;-0.017846279;NA;0.010526316;-0.040228065;-0.017869657;-0.030167192;-0.050387597;0.002022431;0;-0.028037383;0;0;0;0.018181818;0;0;0.008695652;-0.013157895;-0.008690726;0.228668942;-0.00625;-0.019607843;NA;0;0;NA;-0.007722008;0;NA;NA;-0.002293578;0;0;NA;0.01993994;0;-0.008403361;-0.009433962;0;-0.031746032;-0.028212291;0;0;0;-0.04;-0.02082513;NA;0;0;0;-0.028570596;NA;0
4;2010;-0.01676563;-0.049415315;-0.010783342;-0.01791263;-0.024713561;-0.030145278;-0.00712831;-0.022334486;-0.016666667;-0.041916168;NA;-0.010416667;-0.02640264;-0.001070282;-0.018113679;-0.014965986;-0.000183486;0;-0.028846154;-0.073170732;0;0;0;-0.0125;0;0.00862069;-0.026666667;-0.035097744;0;-0.006289308;-0.048333333;NA;0;0;NA;-0.031128405;-0.3725;NA;NA;-0.011494253;0;0;NA;-0.026380874;-0.006715878;-0.025423729;-0.057142857;0;-0.016393443;-0.028169014;0;-0.033536585;0;0;0;NA;0;0;0;-0.027461155;NA;0
4;2010;0.003907638;0.007936508;0.002255356;-0.006327936;0.008000476;0.007240045;0.041025641;0.015773729;0.021791768;0.032112069;NA;0;0.028813559;0.004285714;0.018447837;0;0.018351991;0;0;0;0;0;0;0.02278481;0;-0.042735043;0;-0.011688433;0;0.006329114;0.033274956;NA;-0.125;0;NA;0.008032129;0;NA;NA;-0.023255814;0;0;NA;-0.002056369;-0.008101886;0.008695652;0.02020202;0;0;0.026027802;0;-0.006309148;0;-0.033333333;0;NA;0;0;0;0.005042794;NA;0
4;2010;-0.035385704;-0.029527559;-0.031253907;-0.041018917;-0.039684881;-0.030920808;0.005418719;-0.032128514;-0.021327014;-0.010858217;NA;0;-0.011861614;-0.036273115;-0.012742036;-0.029696133;-0.029735087;0;-0.00990099;-0.052631579;0;0;0.071428571;-0.004950495;0;0.008928571;-0.02739726;-0.034155418;0;-0.012578616;-0.016949153;NA;0.142857143;0;NA;0;0;NA;NA;-0.021428571;0;0;NA;-0.03030303;0;-0.060344828;-0.03960396;0;-0.016666667;-0.029979821;0;-0.015873016;0;0;0;NA;0;0;-0.100552486;0.003007427;NA;0
4;2010;-0.038151137;-0.030425963;-0.036907988;-0.011132813;-0.075767352;-0.050578682;-0.064184223;-0.075242047;-0.076271186;-0.090563648;NA;-0.042105263;-0.083027676;-0.046125461;-0.038339871;-0.070462633;-0.015787519;0;-0.03;0.083333333;0;0;0;-0.004975124;0;-0.017699115;-0.042253521;-0.06122449;0;-0.031847134;-0.086206897;NA;-0.125;0;NA;-0.047808765;0.075697211;NA;NA;-0.0486618;0;0;NA;-0.067125;-0.019068606;-0.064220183;-0.072164948;0;-0.084745763;-0.099554235;0;-0.022580645;0;0;0;NA;0;0;0.111793612;-0.049993881;NA;0
4;2010;-0.013348589;-0.022175732;-0.032560632;-0.007702943;-0.019381005;-0.082704741;-0.015706806;-0.04277595;-0.002621232;-0.041086351;NA;0;-0.083272727;-0.003094778;-0.056052632;-0.058192956;-0.021702208;0;-0.030927835;-0.076923077;0;0;0;-0.075;0;-0.009009009;-0.102941176;-0.108695652;0;-0.039473684;-0.037735849;NA;0;0;NA;-0.079497908;0.02962963;NA;NA;-0.046035806;0;-0.147058824;NA;-0.006699719;0.006934044;-0.019607843;-0.088888889;0;-0.037037037;-0.053465347;0;-0.03960396;0;-0.129310345;-0.02126804;NA;0.003030303;0;-0.100552486;-0.0431562;NA;0
4;2010;0.042133746;0.044073599;0.065789474;0.021098726;0.060817683;0.067914831;0.064361702;0.050625;0.081471748;0.102154442;NA;0.032967033;0.055930186;0.037252619;0.058544745;0.075609756;0.007523148;-0.175;0.053191489;0;0;0;0;0.094594595;0;0;0.06557377;0.102439024;0;0.01369863;0.07254902;NA;0;0;NA;0.068181818;0.097122302;NA;NA;0.069705094;0;0.034482759;NA;0.025495751;0.006901168;0.09;0.06097561;0;0.057692308;0.10111576;0;0.013745704;0;0.247524752;0.021730199;NA;0;0;0;0.037394817;NA;0
4;2010;-0.002596439;-0.013934426;0.00948668;0.040935673;0.007158379;0.030594706;0.006996502;-0.015169542;0.0036452;-0.011640676;NA;-0.021276596;0.016904583;0.010475122;0.000790097;-0.007558579;0.037526326;0.060606061;-0.01010101;0;0;0;0.091666667;-0.012345679;0;0.009090909;0.030769231;0.039823009;0;0.040540541;0.003656307;NA;0;0;NA;0.008510638;0;NA;NA;0.010025063;0;0;NA;0.009865825;0;-0.009174312;0.045977011;0;-0.018181818;0.015832806;0;0.054237288;0;-0.126984127;0.00710424;NA;0;0;0.111793612;0.012734824;NA;0
5;2010;0.008553366;0.010806318;0.006050463;0.003745318;-0.011391039;-0.020747165;0.006947891;0.030202356;0.006053269;0.02;NA;0.010869565;-0.006280015;-0.003702332;0.005789474;0.001523229;-0.005720613;0;0.010204082;0;0;0;0;0;0;0;-0.014925373;0.014178723;0;0.006493506;-0.012750455;NA;0;0;NA;-0.029535865;0;NA;NA;0.037220844;0;0;NA;-0.003516999;0;0;0.021978022;0;0.037037037;0.012157107;0;0;0;-0.009090909;0;NA;0;0;-0.100552486;-0.029330258;NA;0
5;2010;-0.025811209;-0.055509868;-0.05950096;-0.029850746;-0.061880155;-0.044894066;-0.046328241;-0.046907065;-0.057761733;-0.05664488;NA;-0.021505376;-0.048698885;-0.02787068;-0.03192046;-0.05095057;0.017074981;0;-0.060606061;0;0;0;0;-0.0375;0;0;-0.060606061;-0.060134602;0;-0.025806452;-0.027675277;NA;0.142857143;0;NA;-0.073913043;-0.016393443;NA;NA;-0.043062201;0;0;NA;-0.032810458;0.026026972;-0.037037037;-0.032258065;0;-0.053571429;-0.059747459;0;-0.019292605;0;-0.082568807;0;NA;0;0;0;-0.074427355;NA;0
5;2010;-0.024981075;0.005659556;-0.027346939;-0.019230769;-0.019911731;-0.02788873;0.022739018;-0.006151953;-0.003831418;-0.041339492;NA;-0.021978022;-0.050410317;-0.004204893;-0.025135135;-0.037660256;-0.039233577;0;0.053763441;0;0;0;0;0;0;-0.063063063;0;0.026785714;0;0.013245033;-0.013282732;NA;-0.125;0;NA;-0.028169014;-0.05;NA;NA;-0.015;0;0;NA;-0.006487363;-0.018686745;-0.038461538;-0.011111111;0;0;-0.007206027;0;-0.019672131;0;0.19;0;NA;0;0;0.111793612;-0.016314232;NA;0
5;2010;0.003493789;-0.034632035;-0.005175549;-0.007254902;-0.032883024;-0.026781128;-0.00707428;0.009285051;-0.034615385;-0.038785835;NA;0.033707865;-0.040329218;-0.014587332;0.002356529;0.036636137;-0.048433048;-0.028571429;-0.081632653;0;0;0;0;0.038961039;0;0;-0.016129032;0.014486957;0;-0.039215686;-0.007692308;NA;0;0;NA;-0.019323671;0;NA;NA;-0.012690355;0;0;NA;-0.039586451;0;0.02;-0.033707865;0;0;-0.027713626;0;0.060200669;0;0.033613445;0;NA;0;0;-0.100552486;-0.045023654;NA;0
5;2010;0.004255319;-0.041255605;-0.053149606;-0.044637567;0.008085183;0.019451146;-0.027480916;-0.023612389;-0.039840637;-0.065413534;NA;-0.032608696;-0.04373928;-0.010518115;-0.035679712;-0.004016064;-0.058483034;-0.029411765;-0.077777778;0;0;0;-0.178625954;-0.01875;0;0;0;-0.007148612;0;0.020408163;-0.031007752;NA;-0.142857143;0;NA;-0.014778325;0;NA;NA;-0.033419023;0;0;NA;-0.082152975;-0.006807212;-0.019607843;-0.011627907;0;-0.037735849;-0.017645063;0;-0.009463722;0;-0.032520325;0;NA;0;0;0;-0.035986107;NA;0
5;2010;0.045839753;0.098222638;0.083308583;0.068844325;0.166959075;0.096065671;0.055991627;0.043341709;0.132780083;0.179941003;NA;0.02247191;0.093721973;0.047244094;0.061092786;0.128225806;0.115963536;0.090909091;0.108433735;0;0;0;0;-0.020382166;0;-0.019230769;0.049180328;0.008633193;0;0.06;0.078;NA;0.333333333;0;NA;0.055;0;NA;NA;0.039893617;0;0;NA;0.187191358;0.006853868;0.06;0.070588235;0;0.058823529;0.115025907;0;-0.073248408;0;0.033613445;-0.007054126;NA;0;0;0;0.20978126;NA;0
5;2010;-0.02320442;-0.007666099;-0.003015764;-0.027272727;-0.049521355;-0.030024965;-0.00049554;-0.023178808;-0.008547009;-0.045454545;NA;0.032967033;-0.045510455;-0.007518797;0.012298959;-0.035025018;-0.039893617;0;-0.02173913;0;0;0;0;0.015604681;0;0;-0.015625;-0.015680635;0;-0.062893082;-0.020408163;NA;0;0;NA;-0.014218009;0;NA;NA;0.020460358;0;0;NA;-0.020538152;-0.006807212;-0.009433962;0;0.55;-0.037037037;-0.024163569;0;-0.16838488;0;0;0;NA;0;0;0;-0.022344823;NA;0
5;2010;0.013951735;0.045493562;0.028461433;0.009544641;0.034734328;0.039649416;0.009419931;0.027118644;0.027093596;0.016428571;NA;-0.042553191;0.033075601;0.003787879;0.017757009;0.01037037;-0.005738029;0.055555556;0.022222222;0;0;0;0;-0.014084507;0;0.009803922;-0.015873016;-0.007252174;0;0.040268456;0.022727273;NA;-0.25;0;NA;0.043269231;0;NA;NA;0.01754386;0;0;NA;0.055341739;0;-0.00952381;0.043956044;0;0.038461538;0.024126984;0;0.074380165;0;-0.146341463;0;NA;0;0;0;0.00436136;NA;0
5;2010;-0.001487542;-0.002463054;0.032352941;0.002560567;-0.036376115;-0.03987689;-0.003929273;-0.01890189;-0.009592326;-0.011243851;NA;0.022222222;-0.01039501;-0.01245283;0.000918274;-0.013929619;-0.017512438;0.078947368;-0.010869565;-0.027777778;0;0;0;0.006493506;0;0;-0.016129032;0.021897938;0;-0.006451613;-0.003703704;NA;0.333333333;-0.417070952;NA;-0.023041475;0;NA;NA;-0.012315271;0;0;NA;0.006036217;0;-0.009615385;-0.010526316;0;-0.018518519;0.014259144;0;0.015384615;0;0.19047619;0;NA;0;0;0;-0.007590951;NA;0
5;2010;-0.037616387;-0.053497942;-0.028749029;-0.044400786;-0.056591557;-0.045296167;-0.006410256;-0.062079511;-0.042372881;-0.042880834;NA;-0.02173913;-0.054201681;-0.003821169;-0.036697248;-0.042379182;-0.025116467;-0.024390244;-0.010989011;0;3.724467303;0;0;-0.032258065;0;0;-0.032786885;0;0;0;-0.039033457;NA;-0.125;0;NA;-0.014150943;0;NA;NA;0.009975062;0;-0.033333333;NA;-0.03425;0;0;-0.042553191;0;-0.037735849;-0.059290954;0;-0.109848485;0;-0.04;0;NA;0;0;0;-0.09279022;NA;0
5;2010;0.010448916;0.01826087;-0.008266667;-0.040090461;0;-0.00649635;-0.008933002;-0.002934464;0.00505689;0.023514851;NA;0.022222222;-0.037316748;0.001150748;-0.006530612;-0.008540373;0.003532101;0;0;0;0;0;0;0;0;0;0.016949153;-0.012857216;0;-0.006493506;-0.003868472;NA;0;0;NA;-0.019138756;0;NA;NA;-0.002469136;0;0.089655172;NA;-0.00336526;0;-0.029126214;0;0;-0.019607843;-0.02014295;0;0.025531915;0;-0.116666667;0;NA;0;0;-0.110565111;-0.003608181;NA;0
5;2010;0.012255841;-0.000853971;0.011696693;0.046262583;0.007687028;0.016971567;0.012518778;0.0147155;0.002515723;-0.010640871;NA;-0.032608696;0.021227503;0.007662835;0.009997261;0.017227878;-0.014078675;0;0.011111111;0;0;0;0;0;0;0.058252427;0;-0.001441398;0;-0.026143791;0.019417476;NA;0;0;NA;-0.004878049;0;NA;NA;-0.007425743;0;0;NA;-0.01987013;0;0.02;0.011111111;0;0.02;0.031830239;0;0.033195021;0;0.132075472;0;NA;0;0;0.124309392;0.055556582;NA;0
5;2010;-0.00908059;-0.02991453;-0.009966777;-0.048106448;-0.010693366;0.104825892;-0.013353116;-0.029326458;-0.001254705;-0.046687851;NA;0.011235955;-0.041572526;-0.019011407;-0.020474576;-0.021555042;-0.041789164;0;-0.065934066;0;0;0;0;0;-0.2;-0.064220183;-0.033333333;0;0;-0.013422819;-0.057142857;NA;0;0;NA;-0.034313725;0;NA;NA;0.002493766;0;0;NA;-0.030740692;0.008212824;0.068627451;-0.032967033;0;-0.039215686;-0.026992288;0;-0.016064257;0;0;0;NA;0;0;-0.110565111;-0.026325002;NA;0
5;2010;-0.018709431;-0.025550661;-0.021342282;-0.005591398;-0.035490534;-0.10998496;-0.006015038;-0.020916335;-0.020100503;-0.056410256;NA;-0.044444444;-0.014144272;-0.011627907;-0.00055371;-0.017309205;-0.036817883;0;0;0;0;0;-0.109665428;-0.038666667;0;-0.009803922;-0.017241379;0;0;-0.020408163;0.006060606;NA;-0.142857143;0;NA;-0.010152284;0;NA;NA;-0.014925373;0;0.044303797;NA;-0.010252905;-0.01494396;-0.064220183;0;0.290322581;-0.020408163;-0.039299868;0;-0.012244898;0;0.041666667;0;NA;0;0;0;-0.004691882;NA;0
5;2010;-0.003891051;0.02124774;-0.017007269;0.001730104;0.025589778;0.013738888;0.003530005;0.020006782;0.033333333;0.021195652;NA;0;0.015303682;0.011764706;0.011495845;0.009607686;-0.000227531;0;-0.035294118;0;0;0;0;0.040221914;0;0;0.01754386;0.001443478;0;0.041666667;-0.002008032;NA;0.166666667;0;NA;-0.020512821;0;NA;NA;0.005050505;0;0;NA;0.010911602;0;0;-0.090909091;0;-0.020833333;0.007906497;0;-0.012396694;0;-0.152;-0.00710424;NA;0;0;0;0.021240089;NA;0
5;2010;0.00546875;0.003098716;-0.003348681;-0.0041019;-0.00936108;-0.004493405;0.004522613;0.001329787;-0.05707196;-0.009313465;NA;-0.034883721;0.014130947;0.001162791;0.00219088;-0.010309278;0.00295858;-0.175;0.012195122;0;0;0;0;0;0;0.04950495;-0.017241379;-0.001441398;0;0.006666667;-0.012072435;NA;-0.142857143;0;NA;-0.015706806;0;NA;NA;0.015075377;0;0.060606061;NA;0.008334472;0;0;0;0;-0.021276596;-0.001364256;0;-0.008368201;0;0.169811321;-0.007155072;NA;0;0;0;-0.012715986;NA;0
5;2010;-0.028749029;-0.024713151;-0.015119698;-0.035551702;-0.026767836;-0.02395166;-0.031015508;-0.026560425;-0.052631579;-0.04109589;NA;-0.048192771;-0.030190432;-0.02245451;-0.04180899;-0.032852564;-0.090310869;0;-0.024096386;0;0;0;0;-0.006666667;0;0;0;-0.014504348;0;0;-0.038696538;NA;0;0;NA;-0.026595745;0;NA;NA;-0.00990099;0;-0.028571429;NA;-0.005555556;0;-0.019607843;-0.075;0;-0.02173913;-0.046448087;0;-0.008438819;0;-0.129032258;-0.014367946;NA;0;0;0.124309392;-0.040968042;NA;0
5;2010;-0.0008;0.05520362;0.040511727;0.007417397;0.043710522;0.100171552;-0.024264326;0.032742156;0.034722222;0.050420168;NA;0.012658228;0.007662835;0.02970297;0.037929559;0.051367026;0.035919182;0;0.012345679;0;-0.735614308;0;0;0;0;0;0.035087719;-0.042635796;0;-0.033112583;0.027542373;NA;0;0;NA;0;0;NA;NA;-0.075;0;0;NA;0.059544897;-0.006886294;0;0.027027027;0;-0.022222222;0.081661891;0;0.017021277;0;0.009259259;-0.00731169;NA;0;0;0;-0.004893812;NA;0
5;2010;0.016813451;0.045454545;0.023087432;0.019634092;0.009302808;-0.019322034;0.051851852;0.03996037;0.010738255;0.045333333;NA;0.0125;0.019486692;0.015384615;0.01552411;0.015760441;0.020226342;0.060606061;0.012195122;0;0;0;0.08559499;0.087248322;0;-0.047169811;0.050847458;0.036866359;0;0.006849315;0.030927835;NA;0.166666667;0;NA;-0.005464481;0;NA;NA;-0.051351351;0;0;NA;0.081661523;0;0.06;0.052631579;0;0;-0.005298013;0;0.0041841;0;-0.036697248;0.007365544;NA;0;0;0;0.008596903;NA;0
5;2010;-0.003543307;0.002050861;0.000534117;0.023194748;-0.016926503;-0.018458348;0.002012072;0.023181963;-0.005312085;-0.007653061;NA;0.012345679;0.004195804;-0.00530303;0.002435065;-0.006982157;0.006844465;0.171428571;0;0;0;0;0;0;0;0;0;-0.007413333;0;0;0.01;NA;0;0;NA;0.010989011;0;NA;NA;0;0;0;NA;-0.012008085;0;0;0;0;0;-0.009986684;0;0.016666667;0;0.028571429;0;NA;0;0;0;0.021885992;NA;0
5;2010;-0.005926511;-0.006958657;0.006272521;-0.004918734;0.006273744;0;-0.006526104;-0.004655493;-0.001335113;0.009511568;NA;0.048780488;0.006963788;-0.004569688;-0.008906883;-0.00703125;0.007969995;0;0;0.057142857;0;0;-0.038461538;0.00617284;0;0;-0.032258065;-0.007468701;0;0.013605442;-0.001980198;NA;0;0;NA;-0.010869565;0;NA;NA;-0.005698006;0;0;NA;0.004693141;0.006934044;0;0.025;0;0.022727273;0.000336247;0;0;0;0;0;NA;-0.045317221;0;0;-0.008322861;NA;0
